gene,pval_hr6_vs_0,ratio_hr6_vs_0,pval_day1_vs_0,ratio_day1_vs_0,pval_day3_vs_0,ratio_day3_vs_0,pval_day7_vs_0,ratio_day7_vs_0
IL6,0.831296,0.951396,0.004222,1.67254,0.708333,0.91619,0.90407,1.02858
IL6R,0.190356,1.1375,0.253252,1.08638,0.811491,0.976992,0.609912,0.95138
IL6ST,0.353088,1.18495,0.00668511,1.45923,0.295397,1.21098,0.510994,1.12735
IL7,0.531258,1.05668,0.425464,0.949434,0.135151,0.875692,0.664734,0.962595
IL7R,0.526557,1.12669,0.00165604,0.632166,0.631969,0.913799,0.959742,0.990555
IL9,0.840814,0.98572,0.431743,1.04258,0.330031,1.07257,0.0714162,1.14012
ILDR1,0.598619,0.955065,0.441382,1.05099,0.862162,0.984968,0.679707,1.0367
ILDR2,0.0707967,0.857758,0.711663,0.977427,0.319141,0.919737,0.520167,0.947567
ILF2,0.484587,1.04328,0.0172116,0.89638,0.150804,0.915979,0.394448,1.05304
ILF3,0.689123,1.02641,1.50E-08,0.725779,0.99561,1.00036,0.871537,1.01058
ILF3-AS1,0.638372,1.17806,0.123774,0.669982,0.514642,1.25537,0.342879,1.39348
ILK,0.460441,1.0937,0.269253,1.10443,0.685386,0.952116,0.128983,0.830441
ILKAP,0.74954,1.02475,0.208109,0.930799,0.913662,0.991735,0.321337,1.07926
ILVBL,0.509737,0.957742,0.779276,0.986558,0.553124,1.03959,0.736741,1.02223
IMMP1L,0.733515,0.959715,0.290859,0.909669,0.97863,1.00324,0.559519,1.07311
IMMP2L,0.526282,1.06912,0.0174202,0.826926,0.147864,0.857362,0.268833,1.12423
IMMT,0.151363,1.07371,0.256397,0.959452,0.922743,1.00477,0.0112343,1.137
IMP3,0.638024,1.11956,0.0694006,0.721236,0.563253,1.14893,0.482382,1.18395
IMP4,0.505576,1.05133,0.0126279,0.86721,0.32271,1.0774,0.590383,1.04127
IMPA2,0.773658,1.07875,0.131755,0.74337,0.745572,1.08931,0.974529,1.00845
IMPACT,0.496061,1.09818,0.77611,1.02927,0.746575,0.956585,0.692405,1.05585
IMPAD1,0.935358,1.0088,6.35E-06,1.4899,0.613347,1.05616,0.398412,1.09583
IMPDH1,0.920067,0.98969,0.890608,0.989565,0.522634,1.06838,0.923709,0.990159
IMPDH2,0.288342,1.11696,7.26E-12,0.511896,0.00479845,0.737979,0.326063,0.902822
IMPG1,0.418017,0.953819,0.446462,1.03336,0.371714,1.05357,0.537358,1.03662
IMPG2,0.121488,0.890266,0.812479,0.987082,0.463146,0.946889,0.924209,0.992967
INA,0.948666,1.00588,0.187856,1.09351,0.521062,1.06035,0.677947,1.0386
INADL,0.251298,1.14551,1.55E-05,0.662226,0.371096,0.899739,0.233587,1.15157
INAFM1,0.0810933,0.801363,0.769473,1.02745,0.68828,0.951021,0.41157,0.902089
INCA1,0.245924,0.873432,0.980247,1.00212,0.397086,0.906229,0.408838,0.908448
INCENP,0.590028,0.97168,0.170921,0.947112,0.700865,0.979739,0.269039,0.942517
INE1,0.207645,0.854369,0.140054,0.872393,0.526387,0.924338,0.522543,0.923658
INF2,0.326115,0.904648,7.08E-05,0.724399,0.116199,0.850875,0.412624,0.919902
INF2,0.261192,0.90931,8.10E-05,0.767636,0.0438661,0.841243,0.0450371,0.842073
ING1,0.209859,0.9241,0.0186381,0.894469,0.12006,0.906413,0.264413,0.932262
ING2,0.274677,1.17582,0.0690589,0.817792,0.771953,1.04367,0.928928,1.01324
ING3,0.380046,1.09187,0.692247,1.02961,0.772147,0.971517,0.44985,1.07852
ING4,0.545004,1.08435,0.195646,0.87925,0.686121,1.0555,0.84672,1.02616
ING5,0.228111,0.840502,0.8412,1.02141,0.589583,0.925583,0.756616,0.956583
ING5,0.94243,0.989358,0.314848,0.895375,0.882436,1.02215,0.682513,1.06252
INGX,0.112148,0.841773,0.451597,0.942041,0.873147,1.01725,0.865529,0.982024
INHA,0.141954,0.84285,0.745022,0.972696,0.872755,1.01862,0.680083,1.04869
INHBA,0.485195,0.806749,0.0379335,1.6169,0.491793,0.809375,0.652594,0.87083
INHBB,0.117562,0.897911,0.477717,0.964893,0.906152,0.992016,0.68933,0.973166
INHBC,0.266461,0.86755,0.77852,0.973936,0.238955,0.860125,0.271849,0.868947
INHBE,0.186658,0.896919,0.211576,0.926871,0.74073,0.973319,0.572395,0.954864
INIP,0.255983,1.1179,0.182811,1.1016,0.387341,1.08828,0.262146,1.11628
INMT,0.165306,0.892425,0.0309821,1.14163,0.889464,0.988768,0.661322,1.03628
INO80,0.347917,1.06536,0.681165,1.02061,0.913054,1.00736,0.518824,1.04437
INO80B,0.945271,0.994949,0.041296,0.892744,0.491975,1.05212,0.978665,0.998029
INO80C,0.41021,1.13766,0.206162,1.15821,0.188847,1.22979,0.897835,1.02025
INO80D,0.666198,1.04395,0.0175605,1.19674,0.936225,0.992061,0.607213,1.05261
INO80E,0.551539,0.95567,4.98E-06,0.752362,0.110267,0.884338,0.302134,0.924182
INPP1,0.361899,1.09891,0.0483285,1.16548,0.0755319,1.20437,0.461514,1.07904
INPP4A,0.77963,1.01904,4.15E-05,0.801122,0.474764,1.04946,0.954897,0.996197
INPP4B,0.118425,1.26256,6.88E-06,0.581405,0.297851,0.85691,0.37429,1.14065
INPP5A,0.704983,1.03042,0.115318,0.911102,0.771236,0.977257,0.917276,0.991818
INPP5B,0.274528,1.10589,0.00828646,0.831287,0.482901,1.06653,0.387919,1.08259
INPP5D,0.264085,1.06768,0.0606519,0.921132,0.761804,1.01783,0.394627,0.95143
INPP5E,0.362357,0.941252,0.270007,0.947195,0.750965,0.979199,0.624999,1.03293
INPP5F,0.703019,1.02823,0.006588,1.16394,0.942263,1.0053,0.973988,1.00238
INPP5J,0.422653,0.916633,0.58794,1.04432,0.993093,1.00094,0.898653,1.01388
INPP5K,0.972732,0.997582,0.00533447,0.859501,0.685412,0.971693,0.982258,1.00158
INPPL1,0.687909,0.948824,0.529954,1.06261,0.361287,1.12725,0.871872,0.979143
INS,0.51965,0.941917,0.981147,0.998383,0.803805,0.977216,0.137078,1.14956
INSIG1,0.467402,1.11272,0.000727194,1.47263,0.383731,1.13674,0.833507,0.969649
INSIG2,0.605822,1.0819,0.517479,1.0757,0.681794,1.06451,0.339086,1.15753
INSL3,0.315044,0.915826,0.0698273,1.1258,0.765102,0.974303,0.450843,0.936273
INSL4,0.751944,1.023,0.269937,1.06071,0.0759306,1.13838,0.210114,1.09507
INSL5,0.255363,0.880768,0.26032,1.09722,0.490599,0.926222,0.282371,1.1274
INSL6,0.23485,0.905835,0.891771,1.00834,0.587988,1.04588,0.239358,0.906704
INSM1,0.321947,0.92064,0.859237,0.989175,0.799826,0.979146,0.479322,0.942785
INSM2,0.0757885,0.813227,0.374633,0.927307,0.446534,0.916197,0.448093,0.916473
INSR,0.29124,0.87754,0.148145,0.875617,0.751866,1.03971,0.619432,0.940621
INSRR,0.191238,0.889656,0.386302,1.05863,0.860289,1.01574,0.643385,1.04198
INTS1,0.332569,0.916581,0.0276603,0.861549,0.945081,1.00618,0.315943,0.913767
INTS10,0.227715,1.12703,0.00975405,0.823536,0.590463,0.94833,0.609405,1.05165
INTS12,0.345118,1.09637,0.0449814,1.15779,0.792109,1.02591,0.15121,1.15104
INTS2,0.40347,1.18636,0.344873,1.15353,0.869375,1.0341,0.682366,1.08708
INTS3,0.133324,1.1538,0.746496,1.02277,0.984008,1.00189,0.91316,1.01033
INTS4,0.291737,1.09115,0.91369,1.00661,0.619251,1.04179,0.159883,1.12387
INTS4P1,0.278511,1.10522,0.706388,1.02589,0.0594303,1.19251,0.243972,1.11367
INTS5,0.093868,0.866702,0.00675057,0.839713,0.674711,0.965237,0.695237,0.967516
INTS6,0.444967,1.08858,0.0285264,0.832383,0.129309,0.843695,0.793121,1.0295
INTS7,0.213556,1.17449,5.73E-05,1.51186,0.0387148,1.31112,0.269364,1.15326
INTS8,0.0512057,1.19645,0.00295594,0.812998,0.76375,0.973212,0.251078,1.10994
INTS9,0.0698005,1.13692,0.00226828,1.17867,0.0807982,1.13137,0.172799,1.10055
INTU,0.312373,0.956637,0.194661,1.04307,0.742834,1.01444,0.318316,1.04476
INVS,0.34983,1.08138,0.126645,0.909302,0.539124,0.950023,0.581002,1.04714
IP6K1,0.235152,1.16415,0.135667,1.15217,0.9267,1.01177,0.688718,1.0523
IP6K2,0.182022,1.11072,0.0019336,0.829223,0.716662,1.02873,0.218019,1.10164
IP6K3,0.156467,0.867167,0.94088,0.994559,0.567336,0.944538,0.35304,0.911296
IPCEF1,0.907212,1.01558,0.0107732,0.772739,0.287675,0.867823,0.697385,1.05296
IPMK,0.554254,1.06482,1.81E-05,1.44469,0.638713,1.05109,0.495098,0.930078
IPO11,0.30568,1.17291,0.00928894,1.36021,0.533926,1.10135,0.293354,1.17781
IPO13,0.446354,1.06488,0.477748,1.04422,0.0326895,1.19696,0.53486,1.05252
IPO4,0.720068,0.965552,0.104564,0.888073,0.552847,1.05984,0.849077,0.981566
IPO5,0.253529,1.1088,8.90E-08,0.663411,0.0102481,0.787954,0.63274,1.04394
IPO7,0.464295,1.12102,0.688847,0.954964,0.942781,0.988886,0.937664,1.01225
IPO8,0.224869,1.18378,0.175674,1.14943,0.567103,1.08233,0.679579,1.05871
IPO9,0.0597263,1.17847,0.0177524,1.16682,0.724874,1.03065,0.746456,1.02812
IPPK,0.500774,1.03087,0.123565,1.0532,0.721253,1.01621,0.127705,1.07187
IQCA1,0.584934,0.96729,0.202858,0.943994,0.381905,0.948038,0.714255,0.97797
IQCA1L,0.763295,1.01822,0.00680262,0.883239,0.70237,1.02318,0.249565,1.07191
IQCB1,0.174754,1.12512,0.0267383,0.865648,0.368529,1.08082,0.217311,1.11294
IQCC,0.134389,0.872286,0.895703,0.991296,0.300046,0.910234,0.674754,0.962791
IQCD,0.0478468,0.814602,0.230002,0.913232,0.994567,1.00069,0.0363194,0.804584
IQCE,0.986195,0.998593,0.778107,1.01709,0.719147,1.02972,0.856596,1.01482
IQCF1,0.245508,0.880084,0.766159,0.976274,0.404661,0.912681,0.951503,0.993376
IQCF2,0.64817,1.04739,0.829977,1.01621,0.845131,1.02,0.544025,0.940241
IQCG,0.484864,1.06031,0.586019,0.96687,0.250353,1.1016,0.071273,1.16565
IQCH,0.143331,0.927719,0.33988,0.964718,0.812391,1.01212,0.331938,0.951754
IQCJ,0.417168,0.941544,0.188763,0.930125,0.650808,0.967026,0.523671,0.953815
IQCK,0.432921,0.956413,0.91005,1.00474,0.829996,1.01224,0.203142,1.07538
IQGAP1,0.705225,1.04883,0.000197248,1.44893,0.400848,1.112,0.95055,0.99222
IQGAP2,0.329646,1.18806,0.221533,1.17353,0.94288,1.01269,0.986806,0.997094
IQGAP3,0.179037,0.902345,0.994168,1.00041,0.642458,0.965383,0.703487,0.97154
IQSEC1,0.911127,1.01586,0.501403,0.932253,0.446966,1.1135,0.804624,0.965718
IQSEC3,0.18016,0.862535,0.374995,0.930588,0.773109,0.968945,0.748147,0.965473
IQUB,0.300602,0.961609,0.0513494,0.94634,0.441757,0.971394,0.862378,0.993499
IRAK1,0.369617,0.916471,0.617737,0.964894,0.608382,0.951531,0.141358,0.865944
IRAK2,0.949468,1.0116,0.186493,1.19603,0.504671,0.885471,0.763674,0.946749
IRAK3,0.921927,0.980725,0.0256198,1.39851,0.832226,1.04298,0.662166,0.916817
IRAK4,0.342405,1.11519,0.00730051,1.2645,0.56536,1.06805,0.679271,1.04845
IREB2,0.369315,1.12104,0.25991,1.11197,0.905542,1.01516,0.929337,1.01131
IRF1,0.535068,1.10389,6.99E-08,2.08312,0.647424,1.07553,0.756947,0.951948
IRF2,0.00886523,1.28101,1.35E-07,1.50689,0.198063,1.12605,0.798604,1.02363
IRF2BP1,0.224447,0.924513,1.29E-05,0.796728,0.128681,0.906137,0.718617,0.977137
IRF2BP2,0.942522,1.00854,0.00451985,0.77311,0.685299,0.953289,0.739481,0.961515
IRF2BPL,0.722172,0.97385,0.239393,0.936925,0.361795,0.934077,0.0812361,0.87652
IRF3,0.744394,1.03027,0.337534,0.937025,0.532299,1.05887,0.598306,0.952914
IRF4,0.475741,1.07897,0.469899,1.05853,0.146896,0.855734,0.0915282,1.19948
IRF5,0.73505,1.04619,0.000679527,1.42518,0.0490446,1.3067,0.746439,0.957772
IRF6,0.730594,0.970164,0.0593157,1.13269,0.893204,0.988265,0.703016,1.03411
IRF7,0.515106,0.855019,1.81E-06,2.584,0.0186771,1.78653,0.824771,0.948206
IRF8,0.999531,0.999931,0.0322845,1.20839,0.768426,0.966104,0.414339,0.908582
IRF9,0.497515,1.07375,3.81E-09,1.72275,5.04E-06,1.69893,0.9462,1.00709
IRGC,0.0712582,0.787615,0.591642,0.949626,0.303468,0.873938,0.738449,0.95741
IRGQ,0.404805,1.06127,8.65E-06,0.772556,0.367665,0.93768,0.380107,0.939244
IRS1,0.880241,0.982543,0.193587,1.11979,0.348404,0.895777,0.644306,0.947416
IRS2,0.139516,0.793702,0.000200383,0.634434,0.126854,0.787505,0.717477,0.945523
IRS4,0.131292,0.863184,0.0772638,0.880076,0.0661995,0.835208,0.0589231,0.830841
IRX1,0.295065,0.889342,0.878478,0.987497,0.438004,0.916993,0.516507,0.930139
IRX2,0.113306,0.86867,0.0546725,0.880815,0.309207,0.914145,0.20941,0.894854
IRX3,0.028789,0.785284,0.712201,0.970984,0.521687,0.933009,0.203984,0.870861
IRX4,0.216794,0.867193,0.660009,0.963444,0.298049,0.887099,0.70475,0.957506
IRX5,0.15677,0.849055,0.932013,1.00724,0.257808,0.87783,0.90046,0.985787
IRX6,0.428239,0.92184,0.693514,1.03028,0.784975,0.972433,0.857155,0.981731
ISCA2,0.944759,0.991159,0.829747,0.97985,0.878743,0.980636,0.319963,0.879796
ISCU,0.311467,1.089,2.37E-07,0.693413,0.0524313,0.847402,0.952004,1.00506
ISG15,0.977447,0.992031,6.75E-09,4.21411,0.0298408,1.87584,0.798123,1.07509
ISG20,0.468545,0.849999,0.0243986,1.46386,0.954375,1.01288,0.824013,1.051
ISG20L2,0.0564686,1.18324,0.128742,1.10332,0.0158333,1.24002,0.469915,1.06479
ISL1,0.397674,0.934572,0.864009,1.01014,0.584282,0.957255,0.778597,0.977826
ISL2,0.108335,0.839469,0.432518,0.939347,0.754929,0.96695,0.31117,0.89625
ISLR,0.549507,0.922479,0.896144,1.01306,0.629912,0.937138,0.81456,0.968918
ISLR2,0.190928,0.880438,0.467023,0.949328,0.698335,0.963243,0.5823,0.948202
ISM2,0.078,0.825623,0.449795,0.941821,0.226751,0.877769,0.386545,0.911131
ISOC1,0.313998,1.0665,0.687128,0.981238,0.111391,0.902536,0.422267,1.05255
ISOC2,0.192809,0.882192,0.158589,1.10557,0.93694,1.00758,0.963361,1.00439
IST1,0.132458,1.19065,0.827316,0.981684,0.503976,1.07985,0.440611,1.09277
ISY1,0.249134,1.13301,0.948231,1.00518,0.299392,1.11886,0.363328,1.10325
ISYNA1,0.920788,0.991831,6.10E-10,0.631922,0.149667,0.886885,0.643887,0.96255
ITCH,0.364705,1.11942,0.450367,1.07175,0.623473,1.06282,0.893966,1.01666
ITFG1,0.329183,1.13248,0.00449075,1.31931,0.0892267,1.24451,0.650307,1.05928
ITGA10,0.160831,0.901893,0.936625,0.995726,0.53035,0.955183,0.678523,0.970197
ITGA11,0.140377,0.885248,0.740262,0.980161,0.50907,0.947313,0.332541,0.923461
ITGA2,0.770868,0.960943,0.404724,0.919036,0.591262,0.929105,0.377501,0.885917
ITGA2B,0.591546,0.846372,0.0179602,0.5726,0.693498,0.88477,0.23357,0.689135
ITGA3,0.403025,0.942857,0.0445086,0.899306,0.0647301,0.876602,0.504037,0.954129
ITGA4,0.396071,1.14077,0.43677,0.914772,0.406328,1.13751,0.876468,1.02433
ITGA5,0.583893,1.06137,0.0109522,1.23443,0.425617,1.09066,0.53552,0.934816
ITGA6,0.399273,1.15815,4.71E-05,0.567496,0.433545,0.872538,0.650937,1.08179
ITGA7,0.11835,0.862487,0.257592,1.08194,0.818201,0.978708,0.690949,0.963441
ITGA8,0.243461,0.920956,0.648443,0.976638,0.718793,0.975048,0.738229,1.02373
ITGA9,0.0805889,0.874357,0.49744,1.03876,0.441086,0.943186,0.727206,0.97392
ITGAL,0.686456,1.05353,0.839255,0.980843,0.0258601,1.34273,0.948433,1.00838
ITGAM,0.994624,0.998224,0.0707187,0.69922,0.802356,1.06829,0.979179,0.993138
ITGAV,0.853903,1.04537,5.06E-05,2.18702,0.771509,1.0725,0.900891,0.97044
ITGAX,0.993229,0.998955,0.0011525,1.36567,0.145799,1.19854,0.269765,0.872135
ITGB1,0.541301,1.066,0.0821016,0.872763,0.331531,0.903141,0.991348,1.00113
ITGB1BP1,0.71952,1.06672,0.14463,0.822287,0.97347,0.99404,0.804361,1.04554
ITGB1BP2,0.526493,0.959453,0.78621,0.987015,0.787696,1.01773,0.592485,1.03558
ITGB2,0.992967,0.9983,0.261734,0.851302,0.336899,1.20468,0.777966,1.05596
ITGB3,0.73676,0.867058,0.0119557,0.443947,0.370391,0.682908,0.277859,0.629466
ITGB3BP,0.242322,1.25735,0.00244085,0.634059,0.859523,0.966146,0.354228,1.19842
ITGB4,0.0791618,0.84712,0.851284,0.98719,0.436587,0.929935,0.508556,0.940187
ITGB5,0.498615,0.88466,0.0650371,0.778524,0.245786,0.809681,0.0863883,0.73027
ITGB6,0.336804,0.939377,0.477971,1.03464,0.472867,1.04775,0.828788,1.01412
ITGB7,0.705972,1.05974,0.097874,0.826613,0.765846,1.04686,0.712896,1.05823
ITGB8,0.771583,0.876807,0.00322493,2.79442,0.926275,0.958976,0.855062,0.920626
ITGBL1,0.363462,0.921338,0.51851,1.04384,0.814417,0.979138,0.798116,1.02324
ITIH1,0.122113,0.885536,0.44816,0.957279,0.687711,1.03176,0.555802,0.955173
ITIH2,0.370649,0.949663,0.942043,0.996919,0.278933,1.06458,0.590609,0.969516
ITIH3,0.108636,0.86885,0.318686,1.06613,0.728943,1.03046,0.439708,1.06936
ITIH4,0.225347,0.899713,0.203613,1.08535,0.953052,1.00511,0.641803,1.04112
ITIH5,0.12716,0.882955,0.288857,0.938427,0.221028,0.905321,0.19816,0.900623
ITIH6,0.141078,0.880335,0.843414,1.01258,0.732536,0.971124,0.930489,1.0075
ITK,0.748528,1.07947,0.0370034,0.687181,0.765667,0.931375,0.721167,1.08888
ITLN1,0.135023,0.880938,0.26188,0.932441,0.925263,1.0079,0.298513,0.916049
ITLN2,0.494373,0.933993,0.746527,0.976469,0.601142,0.949151,0.672264,0.958665
ITM2A,0.603855,1.13569,3.73E-05,0.44404,0.310625,0.779139,0.687104,1.10377
ITM2B,0.305733,1.07993,0.422697,1.04537,0.659841,1.03346,0.472377,0.947607
ITM2C,0.996425,1.00045,0.00425045,0.800289,0.0373518,0.806113,0.0405661,1.23599
ITPA,0.795284,0.950398,0.200771,0.829701,0.769828,1.05906,0.65408,1.0919
ITPK1,0.964846,1.00601,0.0692534,1.20366,0.285049,1.15736,0.38246,0.887656
ITPKA,0.0739583,0.832736,0.889863,1.01037,0.405084,0.919199,0.735832,0.966528
ITPKB,0.516894,1.06112,1.95E-12,0.540597,0.232209,0.89594,0.874671,1.01451
ITPKC,0.282446,0.915898,0.868859,1.00996,0.538424,1.05137,0.828523,1.01776
ITPR1,0.114357,1.12967,0.587589,1.03107,0.939769,0.994252,0.319165,1.07936
ITPR2,0.493489,1.14378,0.0100722,1.46854,0.960669,0.990394,0.841631,1.03989
ITPR3,0.747174,1.02281,7.20E-09,0.701526,0.497457,0.953566,0.346419,1.06835
ITPRIP,0.153544,0.828681,0.652548,1.04435,0.106181,0.807886,0.251751,0.860376
ITPRIPL1,0.396559,0.912194,0.0597239,0.858272,0.930715,0.990651,0.789781,0.971602
ITSN1,0.590025,0.944775,0.00911847,1.23323,0.53768,1.06717,0.770051,0.96968
ITSN2,0.126201,1.19724,0.00606173,1.27734,0.221262,1.15419,0.525131,1.07692
IVD,0.59139,1.04768,0.229971,0.925558,0.0645582,1.17685,0.679384,1.03649
IVL,0.590441,0.94496,0.772105,1.02273,0.332563,1.10766,0.591438,1.05809
IVNS1ABP,0.269204,1.16579,0.518552,0.93619,0.589417,1.07744,0.619139,1.0711
IWS1,0.039142,1.23367,0.000468491,1.31479,0.0544296,1.21565,0.400303,1.0878
IYD,0.35038,0.924154,0.783788,0.983094,0.562464,0.952378,0.86261,0.985548
IZUMO1,0.207441,0.881355,0.549611,1.04499,0.679507,0.959728,0.951109,1.00611
IZUMO2,0.138202,0.824074,0.102727,0.854149,0.403024,0.897314,0.160584,0.83283
IZUMO4,0.36045,0.913709,0.826851,1.01601,0.794271,0.974689,0.810835,0.976745
JADE1,0.804417,0.985624,1.01E-07,0.766913,0.21083,0.928946,0.608934,1.0304
JADE2,0.359051,1.08116,0.0212501,0.86248,0.638751,0.960961,0.747724,0.9731
JADE3,0.772727,0.966592,0.0051622,1.28713,0.53697,0.92984,0.474424,0.919128
JAG1,0.834829,0.973293,0.00140082,1.37991,0.893062,0.982701,0.888127,1.01843
JAG2,0.0775749,0.854989,0.411622,0.9482,0.361906,0.923084,0.371153,0.924508
JAGN1,0.68177,1.05679,0.167988,0.870816,0.70563,1.05219,0.993922,0.998975
JAK1,0.0826796,1.12284,0.000215771,0.824991,0.153014,0.909417,0.89561,1.00867
JAK2,0.426904,1.18669,5.36E-07,2.46606,0.0872215,1.4515,0.968212,1.0086
JAK3,0.861083,0.98293,0.329552,1.07376,0.493095,0.934656,0.499698,0.935622
JAKMIP1,0.557746,0.952267,4.14E-06,0.729782,0.104925,0.872144,0.744982,1.02748
JAKMIP2,0.71263,1.12677,0.0394491,1.65342,0.946331,1.02204,0.822134,1.07553
JAKMIP3,0.0808359,0.855202,0.602672,0.966589,0.446307,0.934805,0.687508,0.965089
JAM2,0.0565721,0.884494,0.0338178,0.903632,0.439701,0.95217,0.0658923,0.888473
JAM3,0.926855,0.980792,0.628563,0.927221,0.76772,0.939485,0.424281,0.844236
JARID2,0.0915016,1.16666,0.00506776,1.21385,0.0403972,1.2074,0.100878,1.16154
JAZF1,0.965094,0.993065,0.083606,0.813677,0.714861,1.05986,0.697956,1.06371
JCHAIN,0.523085,1.154,0.009925,0.64378,0.746314,0.930108,0.0152652,1.74882
JDP2,0.167449,0.801757,0.509795,0.925554,0.968703,0.993797,0.425337,0.880901
JKAMP,0.570467,1.07347,0.0911001,1.17101,0.49538,1.08899,0.637709,1.06058
JMJD1C,0.119985,1.23007,0.612399,1.05055,0.785118,0.964737,0.617541,1.06802
JMJD1C-AS1,0.0307208,0.824821,0.311221,0.936612,0.267234,0.907337,0.275484,0.908862
JMJD4,0.172258,0.93503,0.0193445,0.917111,0.102332,0.922455,0.265312,0.946811
JMJD4,0.769945,1.03686,0.492871,0.939128,0.230268,0.861166,0.742859,0.960203
JMJD6,0.991824,1.00137,0.355003,1.09598,0.426342,1.1125,0.332444,1.13893
JMJD7,0.194828,0.921083,5.20E-06,0.790696,0.366146,0.944534,0.72742,1.02218
JMJD8,0.450748,0.944705,0.00173003,0.833051,0.920928,0.992561,0.756067,0.976894
JMY,0.904803,0.990162,5.65E-06,0.735501,0.0342096,0.836179,0.19124,1.11508
JOSD1,0.78821,0.962156,0.276544,0.890445,0.552701,0.918163,0.494373,1.10332
JOSD2,0.285228,0.913865,0.254805,1.07352,0.661584,0.963942,0.694389,0.967579
JPH1,0.00145805,0.784679,0.0112492,0.869344,0.0747556,0.877078,0.0625738,0.871742
JPH2,0.112206,0.854798,0.537417,0.956453,0.389893,0.919254,0.86288,0.983288
JPH3,0.0593303,0.839833,0.832859,0.985918,0.319601,0.913035,0.409257,0.927446
JPH4,0.0876075,0.851764,0.153002,0.906007,0.630154,0.956342,0.46734,0.934748
JPX,0.659881,1.08914,0.111312,0.793897,0.982041,0.995646,0.258466,1.2466
JRK,0.0867639,0.910764,0.0491249,0.923423,0.321636,0.947833,0.585142,0.971016
JRKL,0.110653,1.20408,0.351123,0.923561,0.863062,1.02003,0.729396,1.0406
JSRP1,0.157068,0.854522,0.768335,0.976339,0.390945,0.909617,0.355127,0.902881
JUN,0.0256229,0.729078,0.00134852,0.708869,0.000915534,0.616568,0.462843,0.903295
JUNB,0.487165,0.833341,0.00715147,0.58346,0.620141,0.878181,0.738887,0.916399
JUND,0.523611,0.904556,0.0279503,0.770363,0.307836,0.851392,0.474061,0.893462
JUP,0.895272,1.03299,0.000397391,1.9862,0.00374976,2.10595,0.603597,1.13677
KAAG1,0.0159194,0.746671,0.142537,0.879062,0.284619,0.880972,0.505701,0.924449
KALRN,0.638345,0.967871,0.0147865,0.879298,0.455114,0.949348,0.980332,0.99829
KALRN,0.0836569,0.872952,0.973611,0.998111,0.513743,0.950606,0.586394,0.9587
KANK1,0.722166,0.965094,0.102134,0.885029,0.488715,0.933045,0.889018,1.01403
KANK2,0.176643,0.881083,0.921219,1.00681,0.832666,0.980565,0.401414,0.924784
KANK3,0.118194,0.866597,0.544213,0.960181,0.570548,0.949851,0.533577,0.945081
KANK4,0.525606,0.952442,0.709795,1.02129,0.397764,0.937055,0.903487,0.990752
KANSL1,0.773503,1.0198,1.46E-07,0.737769,0.0171336,0.846297,0.50556,0.955588
KANSL1L,0.172875,1.11134,1.75E-06,1.35517,0.0626452,1.15641,0.242099,1.09459
KANSL2,0.188876,1.19673,0.527848,1.06537,0.333936,1.14061,0.205223,1.18893
KANSL3,0.937986,1.00526,0.387082,1.04416,0.271735,1.07736,0.653754,0.970191
KARS,0.861452,1.0204,0.0637625,1.17479,0.478704,0.921121,0.514543,1.0785
KAT2A,0.931361,1.00608,7.90E-07,0.748196,0.108446,0.891933,0.477009,0.951081
KAT2B,0.352215,1.11249,0.0384882,1.19494,0.900637,1.01435,0.651188,1.053
KAT5,0.363501,1.04397,0.335266,1.03429,0.60276,0.97572,0.233139,0.944945
KAT6A,0.385377,1.13693,0.927775,1.00991,0.467314,0.898217,0.779139,1.04219
KAT6B,0.328126,1.11294,3.10E-05,0.693926,0.0966888,0.832454,0.390276,1.09846
KAT7,0.177238,1.08157,0.13201,0.937265,0.813958,0.986533,0.265214,1.0667
KAT8,0.79816,1.02483,1.85E-06,0.684819,0.333589,0.911076,0.82612,1.02129
KATNA1,0.148577,1.21778,0.963937,0.995501,0.353837,1.13395,0.308249,1.14828
KATNAL1,0.938438,0.987913,0.0104764,0.735385,0.508804,0.901001,0.97159,1.00562
